variable,level,metric,n,median,iqr,p5,p95,min,max
azimuth_deg,60.0,CT_total,75,0.09679061224489795,0.05897913091767318,0.058881694849368324,0.47104334367346923,0.04654571428571428,0.6579885714285714
azimuth_deg,60.0,CP_total,75,0.05169737142857143,0.058844452377646884,0.02597826530612245,0.26024479346938767,0.02083877551020408,0.42074285714285714
azimuth_deg,60.0,interference_ratio,75,0.7521409714322509,0.7246658662581997,0.09292955926151837,1.8702909706968645,-0.12892262546412744,2.238625267168796
azimuth_deg,75.0,PLnorm,75,1.9476431980906923,0.4709202518486695,1.3457306242644627,2.461098900588203,1.1547047880152745,2.7935889433794023
azimuth_deg,75.0,fom_total,75,0.4522,0.12980000000000003,0.33393,0.89585,0.2859,0.901
azimuth_deg,75.0,thrust_total_N,75,24.692,16.66935,14.0553,103.5282,11.793,135.5148
azimuth_deg,75.0,thrust_upper_N,75,12.8732,1.4608000000000008,11.435870000000001,61.61683,10.4784,71.4913
azimuth_deg,75.0,thrust_lower_N,75,11.4133,15.1787,1.21689,44.43294999999999,-1.3353,66.674
azimuth_deg,75.0,power_total_W,75,186.5,164.715,106.472,872.1269999999998,102.13,1274.91
azimuth_deg,75.0,CT_total,75,0.0899379925031237,0.05510003540191585,0.05413963718820861,0.39965473306122434,0.04043265306122449,0.5480212244897958
azimuth_deg,75.0,CP_total,75,0.05019271836734694,0.058215306122448976,0.023882361218539892,0.23010617469387745,0.01908469387755102,0.3640326530612245
azimuth_deg,75.0,interference_ratio,75,0.6858637649387632,0.618770517626712,0.09482742478371338,1.8108383201444544,-0.10171079491788794,2.3957447170517576
azimuth_deg,90.0,PLnorm,75,1.9415664828708306,0.4831160024014456,1.3318593762767592,2.496214212254391,1.1484406681471466,2.7458430157500646
azimuth_deg,90.0,fom_total,75,0.4265,0.11970000000000003,0.34288,0.88864,0.2855,0.897
azimuth_deg,90.0,thrust_total_N,75,21.7798,14.824750000000002,12.33582,98.79768,9.6661,134.1513
azimuth_deg,90.0,thrust_upper_N,75,13.2691,2.912799999999997,10.01661,61.34894,9.5121,71.2682
azimuth_deg,90.0,thrust_lower_N,75,10.1441,13.714599999999999,0.57274,39.65036999999998,-1.3625,64.1569
azimuth_deg,90.0,power_total_W,75,172.75,143.99000000000004,86.57300000000001,813.9999999999999,71.56,1248.71
azimuth_deg,90.0,CT_total,75,0.0791956462585034,0.06247459183673469,0.05005536507936508,0.3716684114285713,0.04340673469387755,0.5389853061224489
azimuth_deg,90.0,CP_total,75,0.04293694693877551,0.06075107693223061,0.021698269471053726,0.21929398857142846,0.01580816326530612,0.36059591836734695
